시군명,사업장명,인허가일자,영업상태명,소재지시설전화번호,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,X좌표값,Y좌표값,문화체육업종명,문화사업자구분명,건물용도명,공연장형태구분명
용인시,CGV동백제2관,20061107,영업중,,17006,"경기도 용인시 기흥구 동백죽전대로 444, 7001호 (중동, 쥬네브썬월드)",경기도 용인시 기흥구 중동 833번지 쥬네브썬월드빌딩 7001호,17006,37.2779622,127.1516621,213383.9778,419575.3412,영화상영관,영화상영관,,영화관
용인시,CGV 용인 6관,20090825,영업중,031-337-3421,17051,"경기도 용인시 처인구 금령로 86 (김량장동,시네마일번가 5~8층)",경기도 용인시 처인구 김량장동 301-3번지 시네마일번가 5~8층 ,17051,37.2349655,127.2059622,218209.5417,414813.228,영화상영관,,문화시설,영화관
용인시,CGV동백 제6관,20061107,영업중,,17006,"경기도 용인시 기흥구 동백죽전대로 444, 7001호 (중동, 쥬네브썬월드)",경기도 용인시 기흥구 중동 833번지 쥬네브썬월드빌딩 7001호,17006,37.2779622,127.1516621,213383.9778,419575.3412,영화상영관,영화상영관,,영화관
용인시,애플스타 한국민속촌점,20030116,영업중,286-0461,,경기 용인시 기흥구 민속촌로 90,경기도 용인시 기흥구 보라동 107번지,446904,37.2570152,127.117522,,,영화상영관,영화상영관,기타,자동차극장
용인시,롯데시네마 동백쥬네브 제3관,20061107,영업중,715-6427,,경기도 용인시 기흥구 동백죽전대로 444(중동),경기도 용인시 기흥구 동백동 동백택지개발지구 2101블럭,446911,37.2785086,127.1611008,,,영화상영관,영화상영관,,영화관
용인시,CGV동백 제1관,20061107,영업중,070-5102-7794,17006,"경기도 용인시 기흥구 동백죽전대로 444, 7001호 (중동, 쥬네브썬월드빌딩)",경기도 용인시 기흥구 중동 833번지 쥬네브썬월드빌딩 7001호,17006,37.2779622,127.1516621,213383.9778,419575.3412,영화상영관,영화상영관,,영화관
용인시,CGV 용인 7관,20090825,영업중,031-337-3421,17051,"경기도 용인시 처인구 금령로 86 (김량장동,시네마일번가 5~8층)",경기도 용인시 처인구 김량장동 301-3번지 시네마일번가 5~8층 ,17051,37.2349655,127.2059622,218209.5417,414813.228,영화상영관,,문화시설,영화관
용인시,롯데시네마 용인기흥 6관,20180911,영업중,,17065,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥 ,17065,37.27533201,127.1177629,210428.5473,419112.7835,영화상영관,,,영화관
용인시,CGV 용인 3관,20090825,영업중,031-337-3421,17051,"경기도 용인시 처인구 금령로 86 (김량장동, 시네마일번가 5~8층)",경기도 용인시 처인구 김량장동 301-3번지 시네마일번가 5~8층 ,17051,37.2349655,127.2059622,218209.5417,414813.228,영화상영관,,문화시설,영화관
용인시,한국민속촌 자동차극장 1관,20140612,영업중,,17075,경기도 용인시 기흥구 민속촌로 90 (보라동),경기도 용인시 기흥구 보라동 31 ,17075,37.26091947,127.120813,210854.6114,417497.9892,영화상영관,,,자동차극장
용인시,CGV죽전 4관,20070322,영업중,,16896,"경기도 용인시 수지구 포은대로 536, 8층 (죽전동, 신세계백화점)",경기도 용인시 수지구 죽전동 1285 신세계백화점 8F ,16896,37.32500317,127.1081093,209514.368,424782.5285,영화상영관,영화상영관,문화시설,영화관
용인시,CGV죽전 2관,20070322,영업중,,16896,"경기도 용인시 수지구 포은대로 536, 8층 (죽전동, 신세계백화점)",경기도 용인시 수지구 죽전동 1285 신세계 백화점 8F ,16896,37.32500317,127.1081093,209514.368,424782.5285,영화상영관,영화상영관,문화시설,영화관
용인시,롯데시네마 용인기흥 1관,20180911,영업중,,17065,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥 ,17065,37.27533201,127.1177629,210428.5473,419112.7835,영화상영관,,,영화관
용인시,롯데시네마 동백쥬네브 제2관(프레스티지),20061107,영업중,715-6427,,경기도 용인시 기흥구 동백죽전대로 444(중동),경기도 용인시 기흥구 동백동 동백택지개발지구 2101블럭,446911,37.2785086,127.1611008,,,영화상영관,영화상영관,,영화관
용인시,루블루시네마 2관,20091104,영업중,282-1681,17067,경기도 용인시 기흥구 신갈로 32  (상갈동),경기도 용인시 기흥구 상갈동 100번지,17067,37.269325,127.1058267,209320.2516,418611.389,영화상영관,,문화시설,영화관
용인시,CGV 광교상현 2관,20180816,영업중,,16944,"경기도 용인시 수지구 광교중앙로295번길 9, 3층 (상현동)",경기도 용인시 수지구 상현동 1116-4번지 ,16944,37.29684222,127.0680481,205967.9253,421662.9071,영화상영관,,,영화관
용인시,CGV 용인 4관,20090825,영업중,031-337-3421,17051,"경기도 용인시 처인구 금령로 86 (김량장동, 시네마일번가)",경기도 용인시 처인구 김량장동 301-3번지 시네마일번가 5~8층 ,17051,37.2349655,127.2059622,218209.5417,414813.228,영화상영관,,문화시설,영화관
용인시,롯데시네마 용인기흥 5관,20180911,영업중,,17065,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥 ,17065,37.27533201,127.1177629,210428.5473,419112.7835,영화상영관,,,영화관
용인시,CGV죽전 1관,20070322,영업중,031-695-1650,16896,"경기도 용인시 수지구 포은대로 536, 8층 (죽전동, 신세계백화점)",경기도 용인시 수지구 죽전동 1285 신세계백화점 8F ,16896,37.32500317,127.1081093,209514.368,424782.5285,영화상영관,영화상영관,문화시설,영화관
용인시,루블루시네마 4관,20091104,영업중,282-1681,17067,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,209320.2516,418611.389,영화상영관,,문화시설,영화관
용인시,문예회관,20021121,영업중,,17062,경기도 용인시 처인구 중부대로1392번길 15 (김량장동),경기도 용인시 처인구 김량장동 346번지,449926,37.2318329,127.1988207,217578.6165,414463.5361,영화상영관,영화상영관,,영화관
용인시,아시안레저개발주식회사(루블루시네마)제3관,20061107,영업중,283-4877,17067,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,209320.2516,418611.389,영화상영관,영화상영관,,영화관
용인시,아시안레저개발주식회사(루블루시네마)제2관,20061107,영업중,283-4877,17067,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,209320.2516,418611.389,영화상영관,영화상영관,,영화관
용인시,아시안레저개발주식회사(루블루시네마)제4관,20061107,영업중,283-4877,17067,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,209320.2516,418611.389,영화상영관,영화상영관,,영화관
용인시,CGV 용인 8관,20090825,영업중,031-337-3421,17051,"경기도 용인시 처인구 금령로 86 (김량장동,시네마일번가 5~8층)",경기도 용인시 처인구 김량장동 301-3번지 시네마일번가 5~8층 ,17051,37.2349655,127.2059622,218209.5417,414813.228,영화상영관,,문화시설,영화관
용인시,한국민속촌 자동차극장 2관,20140612,영업중,,17075,경기도 용인시 기흥구 민속촌로 90 (보라동),경기도 용인시 기흥구 보라동 31 ,17075,37.26091947,127.120813,210854.6114,417497.9892,영화상영관,,,자동차극장
용인시,루블루시네마 1관,20091104,영업중,282-1681,17067,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,17067,37.269325,127.1058267,209320.2516,418611.389,영화상영관,,문화시설,영화관
용인시,CGV동백 제3관,20061107,영업중,,17006,"경기도 용인시 기흥구 동백죽전대로 444, 7001호 (중동, 쥬네브썬월드)",경기도 용인시 기흥구 중동 833번지 쥬네브썬월드빌딩 7001호,17006,37.2779622,127.1516621,213383.9778,419575.3412,영화상영관,영화상영관,,영화관
용인시,롯데시네마 용인기흥 4관,20180911,영업중,,17065,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥 ,17065,37.27533201,127.1177629,210428.5473,419112.7835,영화상영관,,,영화관
용인시,CGV 용인 2관,20090825,영업중,031-337-3421,17051,"경기도 용인시 처인구 금령로 86 (김량장동, 시네마일번가)",경기도 용인시 처인구 김량장동 301-3번지 시네마일번가 5~8층 ,17051,37.2349655,127.2059622,218209.5417,414813.228,영화상영관,,문화시설,영화관
용인시,아시안레저개발주식회사(루블루시네마)제1관,20061107,영업중,282-3003,17067,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,209320.2516,418611.389,영화상영관,영화상영관,,영화관
용인시,롯데시네마 동백쥬네브 제6관,20061107,영업중,715-5427,,경기도 용인시 기흥구 동백죽전대로 444(중동),경기도 용인시 기흥구 동백동 동백택지개발지구 2101블럭,446911,37.2785086,127.1611008,,,영화상영관,영화상영관,,영화관
용인시,CGV 광교상현 3관,20180816,영업중,,16944,"경기도 용인시 수지구 광교중앙로295번길 9, 3층 (상현동)",경기도 용인시 수지구 상현동 1116-4번지 ,16944,37.29684222,127.0680481,205967.9253,421662.9071,영화상영관,,,영화관
용인시,롯데시네마 동백쥬네브 제1관,20061107,영업중,715-5427,,경기도 용인시 기흥구 동백죽전대로 444(중동),경기도 용인시 기흥구 동백동 동백택지개발지구 2101BL 쥬네브쇼핑몰 7층,446911,37.2785086,127.1611008,,,영화상영관,영화상영관,,영화관
용인시,CGV죽전 3관,20070322,영업중,,16896,"경기도 용인시 수지구 포은대로 536, 8층 (죽전동, 신세계백화점)",경기도 용인시 수지구 죽전동 1285 신세계백화점 8F ,16896,37.32500317,127.1081093,209514.368,424782.5285,영화상영관,영화상영관,문화시설,영화관
용인시,CGV동백 제5관,20061107,영업중,,17006,"경기도 용인시 기흥구 동백죽전대로 444, 7001호 (중동, 쥬네브썬월드)",경기도 용인시 기흥구 중동 833번지 쥬네브썬월드빌딩 7001호,17006,37.2779622,127.1516621,213383.9778,419575.3412,영화상영관,영화상영관,,영화관
용인시,롯데시네마 용인기흥 7관,20180911,영업중,,17065,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥 ,17065,37.27533201,127.1177629,210428.5473,419112.7835,영화상영관,,,영화관
용인시,롯데시네마 용인기흥 2관,20180911,영업중,,17065,"경기도 용인시 기흥구 기흥역로 63, 102동 5층 (구갈동, 힐스테이트 기흥)",경기도 용인시 기흥구 구갈동 234 힐스테이트 기흥 ,17065,37.27533201,127.1177629,210428.5473,419112.7835,영화상영관,,,영화관
용인시,롯데시네마 동백쥬네브 제4관,20061107,영업중,715-5427,,경기도 용인시 기흥구 동백죽전대로 444(중동),경기도 용인시 기흥구 동백동 동백택지개발지구 2101블럭,446911,37.2785086,127.1611008,,,영화상영관,영화상영관,,영화관
용인시,CGV 용인 5관,20090825,영업중,031-337-3421,17051,"경기도 용인시 처인구 금령로 86 (김량장동, 시네마일번가)",경기도 용인시 처인구 김량장동 301-3번지 시네마일번가 5~8층 ,17051,37.2349655,127.2059622,218209.5417,414813.228,영화상영관,,문화시설,영화관
용인시,CGV죽전 6관,20070322,영업중,,16896,"경기도 용인시 수지구 포은대로 536, 8층 (죽전동, 신세계백화점)",경기도 용인시 수지구 죽전동 1285 신세계백화점 8F ,16896,37.32500317,127.1081093,209514.368,424782.5285,영화상영관,영화상영관,문화시설,영화관
용인시,CGV동백 제8관,20061107,영업중,,17006,"경기도 용인시 기흥구 동백죽전대로 444, 7001호 (중동, 쥬네브썬월드)",경기도 용인시 기흥구 중동 833번지 쥬네브썬월드빌딩 7001호,17006,37.2779622,127.1516621,213383.9778,419575.3412,영화상영관,영화상영관,,영화관
용인시,CGV동백 제4관,20061107,영업중,,17006,"경기도 용인시 기흥구 동백죽전대로 444, 7001호 (중동, 쥬네브썬월드)",경기도 용인시 기흥구 중동 833번지 쥬네브썬월드빌딩 7001호,17006,37.2779622,127.1516621,213383.9778,419575.3412,영화상영관,영화상영관,,영화관
용인시,CGV죽전 5관,20070322,영업중,,16896,"경기도 용인시 수지구 포은대로 536, 8층 (죽전동, 신세계백화점)",경기도 용인시 수지구 죽전동 1285 신세계백화점 8F ,16896,37.32500317,127.1081093,209514.368,424782.5285,영화상영관,영화상영관,문화시설,영화관
용인시,롯데시네마 동백쥬네브 제5관,20061107,영업중,715-5427,,경기도 용인시 기흥구 동백죽전대로 444(중동),경기도 용인시 기흥구 동백동 동백택지개발지구 2101블럭,446911,37.2785086,127.1611008,,,영화상영관,영화상영관,,영화관
용인시,CGV 광교상현 4관,20180816,영업중,,16944,"경기도 용인시 수지구 광교중앙로295번길 9, 3층 (상현동)",경기도 용인시 수지구 상현동 1116-4번지 ,16944,37.29684222,127.0680481,205967.9253,421662.9071,영화상영관,,,영화관
용인시,롯데시네마 동백쥬네브 제7관,20061107,영업중,715-5427,,경기도 용인시 기흥구 동백죽전대로 444(중동),경기도 용인시 기흥구 동백동 동백택지개발지구 2101블럭,446911,37.2785086,127.1611008,,,영화상영관,영화상영관,,영화관
용인시,아시안레저개발주식회사(루블루시네마)제5관,20061107,영업중,283-4877,17067,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,209320.2516,418611.389,영화상영관,영화상영관,,영화관
용인시,롯데시네마 용인역북 2관,20190109,영업중,,17054,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",경기도 용인시 처인구 역북동 510 ,17054,37.23546252,127.1883127,216629.9917,414866.8652,영화상영관,,문화시설,영화관
용인시,롯데시네마 용인역북 1관,20190109,영업중,,17054,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",경기도 용인시 처인구 역북동 510 ,17054,37.23546252,127.1883127,216629.9917,414866.8652,영화상영관,,문화시설,영화관
용인시,롯데시네마 용인역북 4관,20190109,영업중,,17054,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",경기도 용인시 처인구 역북동 510 ,17054,37.23546252,127.1883127,216629.9917,414866.8652,영화상영관,,문화시설,영화관
용인시,롯데시네마 용인역북 7관,20190109,영업중,,17054,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",경기도 용인시 처인구 역북동 510 ,17054,37.23546252,127.1883127,216629.9917,414866.8652,영화상영관,,문화시설,영화관
용인시,롯데시네마 용인역북 6관,20190109,영업중,,17054,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",경기도 용인시 처인구 역북동 510 ,17054,37.23546252,127.1883127,216629.9917,414866.8652,영화상영관,,문화시설,영화관
용인시,롯데시네마 용인역북 3관,20190109,영업중,,17054,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",경기도 용인시 처인구 역북동 510 ,17054,37.23546252,127.1883127,216629.9917,414866.8652,영화상영관,,문화시설,영화관
용인시,롯데시네마 수지 3관,20190807,영업중,,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 5층 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점 ,16847,37.3127533,127.0817766,207318.0423,423419.6691,영화상영관,,문화시설,영화관
용인시,롯데시네마 수지 8관,20190807,영업중,,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 5층 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점 ,16847,37.3127533,127.0817766,207318.0423,423419.6691,영화상영관,,문화시설,영화관
용인시,롯데시네마 수지 6관,20190807,영업중,,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 5층 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점 ,16847,37.3127533,127.0817766,207318.0423,423419.6691,영화상영관,,문화시설,영화관
용인시,롯데시네마 수지 2관,20190807,영업중,,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 5층 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점 ,16847,37.3127533,127.0817766,207318.0423,423419.6691,영화상영관,,문화시설,영화관
용인시,롯데시네마 수지 1관,20190807,영업중,,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 5층 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점 ,16847,37.3127533,127.0817766,207318.0423,423419.6691,영화상영관,,문화시설,영화관
용인시,롯데시네마 수지 4관,20190807,영업중,,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 5층 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점 ,16847,37.3127533,127.0817766,207318.0423,423419.6691,영화상영관,,문화시설,영화관
용인시,롯데시네마 수지 5관,20190807,영업중,,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 5층 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점 ,16847,37.3127533,127.0817766,207318.0423,423419.6691,영화상영관,,문화시설,영화관
용인시,메가박스(테크노밸리) 6관,20200204,영업중,,16914,"경기도 용인시 기흥구 구성로 357, 용인테크노밸리 (청덕동)",경기도 용인시 기흥구 청덕동 556 용인테크노밸리 ,16914,37.29135376,127.1481097,213057.9276,421057.2355,영화상영관,,근린생활시설,영화관
용인시,메가박스 용인테크노밸리 5관,20190111,영업중,031-229-3566,16914,"경기도 용인시 기흥구 구성로 357, 용인테크노밸리 지하1층 (청덕동)",경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리 ,16914,37.29132,127.1479894,213057.9276,421057.2355,영화상영관,,문화시설,영화관
용인시,메가박스 용인테크노밸리 3관,20190111,영업중,031-229-3566,16914,"경기도 용인시 기흥구 구성로 357, 용인테크노밸리 지하1층 (청덕동)",경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리 ,16914,37.29132,127.1479894,213057.9276,421057.2355,영화상영관,,문화시설,영화관
용인시,메가박스 용인테크노밸리 2관,20190111,영업중,031-229-3566,16914,"경기도 용인시 기흥구 구성로 357, 용인테크노밸리 지하1층 (청덕동)",경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리 ,16914,37.29132,127.1479894,213057.9276,421057.2355,영화상영관,,문화시설,영화관
용인시,메가박스 용인테크노밸리 4관,20190111,영업중,031-229-3566,16914,"경기도 용인시 기흥구 구성로 357, 용인테크노밸리 지하1층 (청덕동)",경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리 ,16914,37.29132,127.1479894,213057.9276,421057.2355,영화상영관,,문화시설,영화관
용인시,메가박스 용인테크노밸리 1관,20190111,영업중,031-229-3566,16914,"경기도 용인시 기흥구 구성로 357, 용인테크노밸리 지하1층 (청덕동)",경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리 ,16914,37.29132,127.1479894,213057.9276,421057.2355,영화상영관,,문화시설,영화관
용인시,메가박스중앙(주)용인기흥지점(컴포트 2관),20200514,영업중,,17086,"경기도 용인시 기흥구 신고매로 59, 기흥 리빙파워센터 4층 (고매동)",경기도 용인시 기흥구 고매동 889 ,17086,37.22341803,127.114249,,,영화상영관,,,영화관
용인시,메가박스중앙(주)용인기흥지점(컴포트 3관),20200514,영업중,,17086,"경기도 용인시 기흥구 신고매로 59, 기흥 리빙파워센터 4층 (고매동)",경기도 용인시 기흥구 고매동 889 ,17086,37.22341803,127.114249,,,영화상영관,,,영화관
용인시,메가박스중앙(주)용인기흥지점(컴포트 1관),20200514,영업중,,17086,"경기도 용인시 기흥구 신고매로 59, 기흥 리빙파워센터 4층 (고매동)",경기도 용인시 기흥구 고매동 889 ,17086,37.22341803,127.114249,,,영화상영관,,,영화관
용인시,메가박스중앙(주)용인기흥지점(컴포트 5관),20200514,영업중,,17086,"경기도 용인시 기흥구 신고매로 59, 기흥 리빙파워센터 4층 (고매동)",경기도 용인시 기흥구 고매동 889 ,17086,37.22341803,127.114249,,,영화상영관,,,영화관
용인시,메가박스중앙(주)용인기흥지점(컴포트 6관),20200514,영업중,,17086,"경기도 용인시 기흥구 신고매로 59, 기흥 리빙파워센터 4층 (고매동)",경기도 용인시 기흥구 고매동 889 ,17086,37.22341803,127.114249,,,영화상영관,,,영화관
용인시,메가박스중앙(주)용인기흥지점(컴포트 4관),20200514,영업중,,17086,"경기도 용인시 기흥구 신고매로 59, 기흥 리빙파워센터 4층 (고매동)",경기도 용인시 기흥구 고매동 889 ,17086,37.22341803,127.114249,,,영화상영관,,,영화관
용인시,롯데시네마 수지 7관,20190807,영업중,,16847,"경기도 용인시 수지구 성복2로 38, 롯데몰성복점 5층 (성복동)",경기도 용인시 수지구 성복동 23 롯데몰성복점 ,16847,37.3127533,127.0817766,207318.0423,423419.6691,영화상영관,,문화시설,영화관
용인시,롯데시네마 용인역북 5관,20190109,영업중,,17054,"경기도 용인시 처인구 중부대로 1294, 5층 (역북동)",경기도 용인시 처인구 역북동 510 ,17054,37.23546252,127.1883127,216629.9917,414866.8652,영화상영관,,문화시설,영화관
용인시,기흥CGV 2관,20210913,영업중,,16976,"경기도 용인시 기흥구 기흥로 58-1, 기흥ICT밸리 B동 지하2층 (구갈동)",경기도 용인시 기흥구 구갈동 679 ,16976,37.28002438,127.1193523,,,영화상영관,,,영화관
용인시,기흥CGV 1관,20210913,영업중,,16976,"경기도 용인시 기흥구 기흥로 58-1, 기흥ICT밸리 B동 지하2층 (구갈동)",경기도 용인시 기흥구 구갈동 679 ,16976,37.28002438,127.1193523,,,영화상영관,,,영화관
용인시,기흥CGV 3관,20210913,영업중,,16976,"경기도 용인시 기흥구 기흥로 58-1, 기흥ICT밸리 B동 지하2층 (구갈동)",경기도 용인시 기흥구 구갈동 679 ,16976,37.28002438,127.1193523,,,영화상영관,,,영화관
용인시,기흥CGV 6관,20210913,영업중,,16976,"경기도 용인시 기흥구 기흥로 58-1, 기흥ICT밸리 B동 지하2층 (구갈동)",경기도 용인시 기흥구 구갈동 679 ,16976,37.28002438,127.1193523,,,영화상영관,,,영화관
용인시,기흥CGV 5관,20210913,영업중,,16976,"경기도 용인시 기흥구 기흥로 58-1, 기흥ICT밸리 B동 지하2층 (구갈동)",경기도 용인시 기흥구 구갈동 679 ,16976,37.28002438,127.1193523,,,영화상영관,,,영화관
용인시,기흥CGV 4관,20210913,영업중,,16976,"경기도 용인시 기흥구 기흥로 58-1, 기흥ICT밸리 B동 지하2층 (구갈동)",경기도 용인시 기흥구 구갈동 679 ,16976,37.28002438,127.1193523,,,영화상영관,,,영화관
용인시,루블루시네마 제4관,20061107,폐업,,,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,,,영화상영관,영화상영관,,영화관
용인시,루블루시네마 제2관,20061107,폐업,,,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,,,영화상영관,영화상영관,,영화관
용인시,루블루시네마 제1관,20061107,폐업,,,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,,,영화상영관,영화상영관,,영화관
용인시,루블루시네마 제5관,20061107,폐업,,,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,,,영화상영관,영화상영관,,영화관
용인시,용인자동차극장 제2관,20101217,폐업,287-6061,,경기도 용인시 기흥구 민속촌로 93-1,경기도 용인시 기흥구 보라동 308-1번지 ,17075,37.2576309,127.1143779,210080.9776,417313.9808,영화상영관,,,자동차극장
용인시,용인자동차극장,20101217,폐업,287-6061,,경기도 용인시 기흥구 민속촌로 93-1,경기도 용인시 기흥구 보라동 308-1번지 ,17075,37.2576309,127.1143779,210080.9776,417313.9808,영화상영관,,,자동차극장
용인시,루블루시네마 제3관,20061107,폐업,,,경기도 용인시 기흥구 신갈로 32 (상갈동),경기도 용인시 기흥구 상갈동 100번지,446905,37.269325,127.1058267,,,영화상영관,영화상영관,,영화관
용인시,빅토리아극장,20030116,폐업,320-9187,,경기도 용인시 처인구 포곡읍 에버랜드로 199 (전대리),경기도 용인시 처인구 포곡읍 전대리 310,17023,37.2898541,127.2173192,,,영화상영관,영화상영관,유기장,영화관
